iter	Logloss
165	0.3907431702
166	0.3903451037
167	0.3897269519
168	0.3891210698
169	0.3885422322
170	0.3880094557
171	0.3877843031
172	0.3870253776
173	0.38651176
174	0.3860056294
175	0.3855804899
176	0.3851104281
177	0.3844182883
178	0.3840164071
179	0.3833101757
180	0.3828297231
181	0.382478287
182	0.382061147
183	0.3815605107
184	0.3811771905
185	0.3808100117
186	0.3803610731
187	0.3798311148
188	0.3795455249
189	0.379303434
190	0.3788924146
191	0.3784482586
192	0.3778862455
193	0.3777051328
194	0.3773144395
195	0.376947346
196	0.3764672635
197	0.3760278047
198	0.3756141663
199	0.3752971478
200	0.374899793
201	0.3745623347
202	0.3742856552
203	0.3739044987
204	0.3734822629
205	0.3730427187
206	0.3727282054
207	0.3722840494
208	0.371736925
209	0.371204604
210	0.3707047078
211	0.3704067344
212	0.3699158626
213	0.3698487353
214	0.3693272036
215	0.3690668932
216	0.3689050247
217	0.3686529131
218	0.3683046654
219	0.3676830121
220	0.3672471687
221	0.3670318945
222	0.3665883648
223	0.3662784633
224	0.3658802545
225	0.365505674
226	0.3651978222
227	0.3649467924
228	0.3645378796
229	0.3640974529
230	0.3638418397
231	0.3636848677
232	0.36335
233	0.3631414727
234	0.3627881292
235	0.3624979275
236	0.3622136472
237	0.3619683109
238	0.3615575762
239	0.3611815438
240	0.3609409048
241	0.3606218366
242	0.3603826494
243	0.3600834519
244	0.3597946167
245	0.3594890993
246	0.3592529297
247	0.3589137063
248	0.3587450056
249	0.3585501714
250	0.3584620632
251	0.3583533728
252	0.3580827571
253	0.3577845559
254	0.3574728325
255	0.3571591733
256	0.356934277
257	0.3567295928
258	0.3562890807
259	0.355979407
260	0.3557634211
261	0.3555144125
262	0.3553226528
263	0.355114097
264	0.3549101246
265	0.354687648
266	0.3544547807
267	0.3543358418
268	0.3540926122
269	0.3538273769
270	0.3536610105
271	0.3532888213
272	0.3530079286
273	0.3528627424
274	0.3525931515
275	0.3524403928
276	0.3522009778
277	0.3519759107
278	0.3515413768
279	0.3513382015
280	0.3509701971
281	0.3507955181
282	0.3503570272
283	0.3501614243
284	0.3497200582
285	0.3496245484
286	0.3495573926
287	0.3493687644
288	0.3490719012
289	0.3488470049
290	0.3486169274
291	0.348402735
292	0.3482409235
293	0.293	0.32772294	0294	0.327567295	0295	0.327474296	0296	0.3272719647
297	0.327043298	0298	0.326846299	0299	0.326732300	0300	0.326526301	0301	0.326290302	302	0.3260884303	303	0.3259197304	0.3455963135
305	305	0.3255476306	306	0.3252816307	0.3450235395
308	0.3447397147
309	0.3445028049
310	0.3443400824
311	0.3441567207
312	0.3439092209
313	0.3437984239
314	0.3436276735
315	0.3434977745
316	0.3434421482
317	0.3432506163
318	0.3429859218
319	0.3428036704
320	0.3424979822
321321	0.3222538322	322	0.3220033323	323	0.3216119324	324	0.3213210325	0.3414819917
326	0.3413048929
327	0.3410683248
328	0.3408426883
329	0.3406163685
330	0.3406011667
331	0.3404573469
332	0.3403329422
333	0.340207655
334	334	0.3194601335	335	0.3193632336	336	0.3192054337	0.3392420527
338	338	0.3189789339	0.3389367346
340	0.3387642476
341	341	0.3186610342	342	0.3184830625
343	0.3183777587
344	0.3182331413
345	0.3180287728
346	0.3178039566
347	0.3177158975
348	0.3174990259
349	0.3172829350	350	0.3169433351	351	0.316776352	0352	0.316667353	0353	0.316453354	354	0.3164155355	355	0.3162640356356	0.31616379357357	0.31607486358358	0.31595265359	0.3350889861
360	0.3348648584
361	0.3347513854
362	0.3345628425
363	0.3344218695
364	0.3342483293
365	0.334035788
366	0.3338202861
367	0.3336640543
368	0.3334150741
369	0.3332401674
370	0.3330684206
371	0.3329748182
372	0.3327323857
373	0.3325777196
374	0.3324059159
375	0.3323073316
376	0.332257342
377	0.3321089673
378	0.3319716952
379	0.331881822
380	0.3317691461
381	0.3316965815
382	0.3315590531
383	0.3314314885
384	0.3312122573
385	0.3308788983
386	0.3307517891
387	0.3305891521
388	0.3303197605
389	0.3299282985
390	0.3297931899
391	0.3296289017
392	0.329473524
393	0.3293236974
394	0.3292401442
395	0.3291668678
396	0.3288807086
397	0.3287594923
398	0.328550538
399	0.328375859
400	0.3282374482
401	0.3280939131
402	0.3277987864
403	0.3276722182
404	0.3275027204
405	0.3274039653
406	0.3271472418
407	0.3268090148
408	0.3268023818
409	0.326595221
410	0.326435203
411	0.3263216161
412	0.326211787
413	0.3261124056
414	0.3259626929
415	0.3259609849
416	0.3258891889
417	0.3257001051
418	0.3254081954
419	0.3251720827
420	0.3250582965
421	0.3249556129
422	0.3248488583
423	0.3247345597
424	0.3246165603
425	0.3245216484
426	0.3244043037
427	0.3242051423
428	0.3240546611
429	0.323884537
430	0.3238323269
431	0.3236811908
432	0.3234922494
433	0.3232060902
434	0.3230743978
435	0.3229464915
436	0.3228724465
437	0.3226328892
438	0.3224501254
439	0.3222069242
440	0.3220736945
441	0.3219596521
442	0.3219173204
443	0.3217462568
444	0.3216535084
445	0.3215743108
446	0.3214320567
447	0.3212944714
448	0.3211917593
449	0.3209887832
450	0.3207842699
451	0.3207155484
452	0.3205769667
453	0.3205605692
454	0.320355088
455	0.3201514856
456	0.3200666513
457	0.3198462529
458	0.3197191438
459	0.3195626558
460	0.3194492397
461	0.3192285566
462	0.3189703529
463	0.3187769705
464	0.3187332723
465	0.3186664012
466	0.318417421
467	0.3183206017
468	0.3181434461
469	0.3179906589
470	0.3178405762
471	0.3177362414
472	0.317601816
473	0.3174753901
474	0.317422269
475	0.317222339
476	0.3171796087
477	0.3170769535
478	0.3169569329
479	0.3168118036
480	0.3167240371
481	0.3166617208
482	0.3165950206
483	0.3164016097
484	0.3163178287
485	0.3162321689
486	0.3160664573
487	0.3160342316
488	0.3159455826
489	0.315712032
490	0.3155298091
491	0.315488673
492	0.3152681322
493	0.3151859454
494	0.3150292012
495	0.3147976434
496	0.3146402729
497	0.3145877781
498	0.3144998693
499	0.3143614584
500	0.3141180579
501	0.3139979234
502	0.3139364613
503	0.3138509722
504	0.3136745851
505	0.3136569635
506	0.313577225
507	0.313499593
508	0.3134233845
509	0.3133436175
510	0.3132540005
511	0.3131611383
512	0.3130681906
513	0.3130252326
514	0.3129504474
515	0.3127547022
516	0.3126458695
517	0.312502249
518	0.3124028106
519	0.3123024328
520	0.3122487139
521	0.3121614599
522	0.311904651
523	0.3117144855
524	0.3116546745
525	0.3115815689
526	0.3115545529
527	0.3114874541
528	0.3114708573
529	0.3113022705
530	0.3112174077
531	0.3111728839
532	0.3111548922
533	0.3109446853
534	0.3108942971
535	0.3107780343
536	0.3106746958
537	0.3106011917
538	0.3105192042
539	0.3103298643
540	0.3101407236
541	0.309894391
542	0.3097475536
543	0.3096721137
544	0.3095324502
545	0.3094915703
546	0.3092461771
547	0.3091658977
548	0.3090207114
549	0.3089339413
550	0.308833592
551	0.3087137991
552	0.3085236051
553	0.3084594954
554	0.3083624199
555	0.3080105853
556	0.3077043562
557	0.3076360617
558	0.3075054226
559	0.3074290717
560	0.3073368642
561	0.3072614243
562	0.3072066521
563	0.3070908162
564	0.3069720197
565	0.3069145146
566	0.3068102367
567	0.3067253739
568	0.3066560546
569	0.3066276721
570	0.3065264118
571	0.3064940723
572	0.3064228456
573	0.3063762722
574	0.3063041345
575	0.3062645926
576	0.3061673748
577	0.3060782418
578	0.3060451337
579	0.3058464278
580	0.3057806385
581	0.3056630377
582	0.3055945439
583	0.3054259571
584	0.3052333433
585	0.3051797668
586	0.3049474118
587	0.3048723705
588	0.3048197903
589	0.3047748395
590	0.304669736
591	0.304650264
592	0.3045250622
593	0.3044983024
594	0.3044878547
595	0.3043467678
596	0.3042919387
597	0.304223815
598	0.3039738385
599	0.3038953525
600	0.303847014
601	0.3037386937
602	0.303590376
603	0.3034139035
604	0.3032151977
605	0.3031118592
606	0.3029761243
607	0.3029525529
608	0.3028328454
609	0.3026321183
610	0.3025680087
611	0.302494533
612	0.302463503
613	0.3024070797
614	0.3022900197
615	0.3022248567
616	0.302165188
617	0.3021172765
618	0.3020713578
619	0.3019686742
620	0.3018459491
621	0.3016131102
622	0.3015453566
623	0.3014446942
624	0.3013591197
625	0.3011976498
626	0.3010252198
627	0.3009849662
628	0.3009286852
629	0.3008307841
630	0.3007721403
631	0.300642469
632	0.3006315943
633	0.3005931627
634	0.3005089262
635	0.3002812684
636	0.3001201687
637	0.3000868043
638	0.3000513902
639	0.2999146874
640	0.2996585049
641	0.2995815562
642	0.2994479848
643	0.2993679331
644	0.2993321775
645	0.2992152029
646	0.299071924
647	0.2990051383
648	0.298954437
649	0.2988971312
650	0.2987800997
651	0.2986762203
652	0.2985663912
653	0.298439766
654	0.298125936
655	0.2980362622
656	0.2979772767
657	0.2978648285
658	0.2977798234
659	0.2977173649
660	0.2976386796
661	0.2975284519
662	0.2974996994
663	0.297411392
664	0.2972813507
665	0.2971275671
666	0.2971014336
667	0.2968494643
668	0.2968305901
669	0.2967585663
670	0.2967400622
671	0.2965315064
672	0.296509757
673	0.2963894517
674	0.2963054145
675	0.2962577023
676	0.2961821485
677	0.2961715015
678	0.2960167501
679	0.295926393
680	0.2959017967
681	0.295820407
682	0.2957209117
683	0.2956859532
684	0.295610741
685	0.2955277286
686	0.2954032386
687	0.2952787485
688	0.2951593541
689	0.295061994
690	0.2950033786
691	0.294919256
692	0.2948467767
693	0.2946338938
694	0.2944067201
695	0.2942632704
696	0.2939704496
697	0.2938179472
698	0.293788369
699	0.293724544
700	0.2935475591
701	0.2934629241
702	0.2934367336
703	0.2933852352
704	0.2932726732
705	0.2931894046
706	0.2930954321
707	0.2930082065
708	0.2926537243
709	0.2926329428
710	0.2925655593
711	0.2924738927
712	0.292271002
713	0.2921531734
714	0.2920868717
715	0.2920044287
716	0.2917681452
717	0.2916677105
718	0.2914449208
719	0.2913111217
720	0.2911863754
721	0.2909641835
722	0.2909457933
723	0.290817887
724	0.2907507882
725	0.2907002008
726	0.2906748074
727	0.29055547
728	0.2904259696
729	0.2903142331
730	0.290254963
731	0.2901966892
732	0.2899808457
733	0.2898589177
734	0.289787748
735	0.2895422978
736	0.2894431442
737	0.2893809988
738	0.2892480822
739	0.2892341614
740	0.2889215839
741	0.2889059551
742	0.2887839132
743	0.2887170137
744	0.2886296742
745	0.2884636495
746	0.2883679404
747	0.288154175
748	0.288019038
749	0.2879029459
750	0.2877690329
751	0.2876842556
752	0.2876582359
753	0.2875979694
754	0.2873953634
755	0.2873311683
756	0.2871821105
757	0.2869840878
758	0.2867142407
759	0.2866234851
760	0.2864017771
761	0.2863169428
762	0.2862678072
763	0.2862057757
764	0.2861887234
765	0.2861064512
766	0.2858592076
767	0.2857824866
768	0.2856665085
769	0.285506889
770	0.285340238
771	0.2852938638
772	0.2852477173
773	0.285178882
774	0.2851098758
775	0.2850289416
776	0.2849707532
777	0.2848979324
778	0.2847897259
779	0.2847701969
780	0.2846915971
781	0.2846178653
782	0.2845583674
783	0.2845085486
784	0.284439884
785	0.284368572
786	0.2841634039
787	0.2840946824
788	0.2839042607
789	0.2837996412
790	0.2837729383
791	0.2836922318
792	0.2836314244
793	0.2834707801
794	0.2833074313
795	0.283182258
796	0.2831470717
797	0.2830537255
798	0.28289459
799	0.2828657805
800	0.28277753
801	0.2827334048
802	0.2825902113
803	0.2825273542
804	0.2823864382
805	0.2823372741
806	0.2822579911
807	0.2821671785
808	0.2819117076
809	0.2818859157
810	0.2817668345
811	0.2817022124
812	0.2816250929
813	0.2814452897
814	0.2813871298
815	0.2812756496
816	0.2812529607
817	0.2811064934
818	0.2809606524
819	0.2809252668
820	0.2807961649
821	0.2806848554
822	0.2805706992
823	0.2805063048
824	0.2804354198
825	0.2802629044
826	0.2802066518
827	0.2801038258
828	0.2800304071
829	0.2799153114
830	0.2797590797
831	0.279713531
832	0.2796126124
833	0.2794484665
834	0.2794212227
835	0.2793321752
836	0.2792382311
837	0.2791428068
838	0.2789279881
839	0.2787669168
840	0.2786548102
841	0.2785835266
842	0.2784294299
843	0.2784140288
844	0.2784009905
845	0.2783058223
846	0.2782785501
847	0.2781639953
848	0.2781194715
849	0.2780470208
850	0.2779767051
851	0.2778578801
852	0.2777984391
853	0.2776603983
854	0.2776209418
855	0.277544107
856	0.2774147204
857	0.2772549302
858	0.2771971404
859	0.2770542885
860	0.2770076866
861	0.2769268662
862	0.276751931
863	0.2767288436
864	0.2766337608
865	0.2765709891
866	0.2764511678
867	0.2762050344
868	0.2761328968
869	0.2760084067
870	0.2759477416
871	0.2758691133
872	0.2757837096
873	0.2756828479
874	0.2756337123
875	0.2755399676
876	0.2753385572
877	0.2752535806
878	0.2750784746
879	0.2749489742
880	0.2748590156
881	0.2748124706
882	0.2746433429
883	0.2744182473
884	0.2743945335
885	0.2743734104
886	0.2742015212
887	0.2741889954
888	0.2739771089
889	0.2738573444
890	0.2737694925
891	0.2737249403
892	0.2735910843
893	0.2735581185
894	0.2735451371
895	0.2734766149
896	0.2733245679
897	0.2732958722
898	0.273176848
899	0.2730251426
900	0.2728274046
901	0.2727704689
902	0.2726210124
903	0.2724479277
904	0.2724208547
905	0.2721432928
906	0.2720239554
907	0.271971973
908	0.2719440176
909	0.2718648768
910	0.2718474545
911	0.2718231714
912	0.2717544783
913	0.2715093129
914	0.2714864532
915	0.2714025868
916	0.2713325273
917	0.2712468389
918	0.2710697402
919	0.2708767279
920	0.2708523878
921	0.2708084619
922	0.2707134361
923	0.2706739511
924	0.2706193497
925	0.2705332059
926	0.2703149995
927	0.2701594794
928	0.2700706596
929	0.2699478491
930	0.2698036877
931	0.2697655977
932	0.2697118503
933	0.2696592986
934	0.2694645782
935	0.2693907325
936	0.2693330281
937	0.269143802
938	0.268993577
939	0.2688451738
940	0.2687974617
941	0.2686218148
942	0.2684583522
943	0.2682787198
944	0.2682255702
945	0.2681721929
946	0.2680996567
947	0.2680362018
948	0.2679147863
949	0.2678621776
950	0.2678503634
951	0.2676555007
952	0.2674879672
953	0.2674659046
954	0.2674429025
955	0.2673674057
956	0.2672733193
957	0.2672543882
958	0.2671616113
959	0.267056337
960	0.2669828614
961	0.2669250147
962	0.266807243
963	0.2665923104
964	0.2665254963
965	0.266444192
966	0.2663621475
967	0.2663376082
968	0.266157805
969	0.2661322693
970	0.2660397202
971	0.2659225464
972	0.2657613612
973	0.2656808825
974	0.2656052718
975	0.2655456315
976	0.2654929659
977	0.2654515451
978	0.265317319
979	0.2652772932
980	0.2650798968
981	0.2650086702
982	0.2649794337
983	0.2649445036
984	0.2648781164
985	0.2648372935
986	0.2648167681
987	0.264688805
988	0.2646229303
989	0.2644124387
990	0.264340785
991	0.2642982255
992	0.2642004098
993	0.2641510181
994	0.264078795
995	0.264032677
996	0.2638509665
997	0.2637606948
998	0.2637514712
999	0.2636241059
9	0.244753817
886
973
628874243
