iter	Logloss
470	0.3761232145
471	0.3760467507
472	0.3759223015
473	0.3757602887
474	0.3756528995
475	0.3755487727
476	0.3753913137
477	0.3753100242
478	0.3752028615
479	0.375104444
480	0.3750094249
481	0.3748728094
482	0.3747954167
483	0.3746476998
484	0.3744507289
485	0.3743466927
486	0.3742553666
487	0.374102824
488	0.3740265867
489	0.3739440963
490	0.3738458148
491	0.3736962628
492	0.373599771
493	0.3735576083
494	0.3734887795
495	0.3733486297
496	0.3732335148
497	0.3731949997
498	0.3731523158
499	0.3729421592
500	0.3728452596
501	0.3727956204
502	0.3726872116
503	0.3725983096
504	0.3725138256
505	0.3724219557
506	0.3723297232
507	0.3723008142
508	0.3722328917
509	0.3720747304
510	0.3719559226
511	0.3718754259
512	0.3717994152
513	0.3717266216
514	0.3716117559
515	0.3715438333
516	0.3714553391
517	0.3713267439
518	0.3712303201
519	0.3711660678
520	0.3710106479
521	0.3709273193
522	0.3708593288
523	0.3708192957
524	0.3705927588
525	0.3705303642
526	0.370499235
527	0.3704133689
528	0.3703886512
529	0.3702431546
530	0.3700436009
531	0.3699020465
532	0.3698174265
533	0.3697175817
534	0.3695742148
535	0.3694582389
536	0.3693207852
537	0.3692284848
538	0.3692037445
539	0.3690301092
540	0.3689314652
541	0.3688333196
542	0.3687423332
543	0.3686673873
544	0.3686040639
545	0.36857844
546	0.3685277133
547	0.3684038305
548	0.3682794946
549	0.3681731929
550	0.3680680692
551	0.3679609745
552	0.367898444
553	0.3678415776
554	0.3677055059
555	0.3675684826
556	0.3674339968
557	0.3673231186
558	0.3672642584
559	0.3671949312
560	0.3670483471
561	0.3669608045
562	0.366815172
563	0.3667789904
564	0.3666659825
565	0.3665809093
566	0.3665036978
567	0.3664259879
568	0.3663555731
569	0.3662370145
570	0.3660426037
571	0.3659153225
572	0.3658217534
573	0.3657310616
574	0.3655793346
575	0.3654144899
576	0.3652289829
577	0.3651116703
578	0.3650187809
579	0.3649413428
580	0.3648039344
581	0.364747589
582	0.3646973834
583	0.3646654838
584	0.364449346
585	0.3643196633
586	0.3641363312
587	0.364050873
588	0.3639397228
589	0.3638036964
590	0.3636848886
591	0.3636013561
592	0.363507062
593	0.3633756347
594	0.3632722782
595	0.3632278726
596	0.3631541274
597	0.3629479129
598	0.362860121
599	0.3627956422
600	0.362589926
601	0.3624733158
602	0.3624135041
603	0.3622594435
604	0.3621583753
605	0.3620692921
606	0.3619488983
607	0.3618939123
608	0.3618269639
609	0.3617107842
610	0.3615487487
611	0.3615078774
612	0.3613534091
613	0.361277285
614	0.3610787508
615	0.3609829841
616	0.360867484
617	0.3607893436
618	0.3605466756
619	0.3603557992
620	0.360205205
621	0.3601052469
622	0.3600363048
623	0.3599516395
624	0.3598455643
625	0.3596825547
626	0.3595532797
627	0.3594215353
628	0.3593121524
629	0.3591305422
630	0.3590570009
631	0.3589604866
632	0.358870044
633	0.3586558092
634	0.35855968
635	0.3585022698
636	0.3584118498
637	0.3583177823
638	0.358225346
639	0.3581022788
640	0.3580296891
641	0.3578957924
642	0.3577752627
643	0.3576059547
644	0.3574343811
645	0.3573730741
646	0.3573339925
647	0.3572172917
648	0.3571366818
649	0.3570529453
650	0.3569480256
651	0.3567824105
652	0.3567548156
653	0.3566626285
654	0.3565617641
655	0.3564538311
656	0.3563550965
657	0.356265764
658	0.3561919736
659	0.3561124738
660	0.3560509629
661	0.3559580281
662	0.3557836905
663	0.3556246683
664	0.3554513955
665	0.355335533
666	0.3552212789
667	0.3551793881
668	0.3551589524
669	0.3550244893
670	0.3549457145
671	0.3549008557
672	0.3547869189
673	0.3547322501
674	0.3546111313
675	0.3545331948
676	0.3544824228
677	0.3543248053
678	0.3541423115
679	0.3540403823
680	0.3540054015
681	0.3539343525
682	0.3537594938
683	0.3536709543
684	0.3535871725
685	0.3534898425
686	0.3533408569
687	0.3533024777
688	0.3532339661
689	0.3532052157
690	0.3531086786
691	0.3530658362
692	0.352942905
693	0.3529088984
694	0.3528566084
695	0.3526505751
696	0.3525673145
697	0.3524742438
698	0.3522970968
699	0.3522231251
700	0.3520615202
701	0.3520054467
702	0.3518342582
703	0.35172703	0.704	0.35158704	0.3548402778
705	0.3547070128
706	0.3546100469
707	0.3544638749
708	0.3543641258
709	0.3542945789
710	0.3542364667
711	0.3540944254
712	0.354028927
713	0.3539483275
714	0.3538338307
715	0.3537239827
716	0.3535869142
717	0.3535245179
718	0.3534052581
719	0.3533780886
720	0.3532985502
721	0.3531879744
722	0.3530367393
723	0.3528984647
724	0.3528058294
725	0.3527338122
726	0.3526278835
727	0.3525349238
728	0.352455724
729	0.3523803958
730	0.3522665967
731	0.3521523285
732	0.352070532
733	0.3519261183
734	0.3518270499
735	0.3516800587
736	0.3516330765
737	0.3514765234
738	0.3514400833
739	0.351316815
740740	0.34881283741741	0.3487235391
742	0.3485208563
743	0.348482558
744	0.3484012465
745	0.3483183846
746	0.3482354761
747	0.3481376141
748	0.3479994425
749	0.3479213903
750	0.3477721498
751	0.3476666935
752	0.3476206391
753	0.3475587023
754	0.3474707031
755	0.3473707942
756	0.3473196084
757	0.3472288959
758	0.3471438471
759	0.3470748085
760	0.3469485577
761	0.3468738827
762	0.3467272146
763	0.3465781147
764	0.3464639194
765	0.3464164928
766	0.346317091
767	0.3462005531
768	0.3461192118
769	0.3459310009
770	0.3458417397
771	0.3458221599
772	0.3457267363
773	0.3456223072
774	0.3455353666
775	0.3454269136
776	0.3453173393
777	0.3452048212
778	0.3451247701
779	0.3450403123
780	0.3449509947
781	0.3448475647
782	0.344751937
783	0.3445731263
784	0.3445185758
785	0.3444421641
786	0.3443589073
787	0.3442148006
788	0.3440807258
789	0.3440183804
790	0.3439568457
791	0.3438572466
792	0.3437544673
793	0.3436265496
794	0.3435662265
795	0.3434186299
796	0.3434146701
797	0.3432918519
798	0.3431687268
799	0.343007657
800	0.3429351787
801	0.3428585122
802	0.3427812265
803	0.3426617579
804	0.3425433181
805	0.3424163497
806	0.3423383951
807	0.3422197206
808	0.342136312
809	0.3419842525
810	0.3418837623
811	0.3417896954
812	0.3417033877
813	0.3415937293
814	0.3414478418
815	0.3413731893
816	0.3412048379
817	0.3411044284
818	0.3410142774
819	0.340954804
820	0.3408823191
821	0.3407940292
822	0.3406803589
823	0.3406338859
824	0.3405489332
825	0.3404621945
826	0.3403995721
827	0.340330756
828	0.3402613767
829	0.340144762
830	0.3400663554
831	0.3400568461
832	0.3399669256
833	0.3399142687
834	0.3398304503
835	0.3396712497
836	0.3395706757
837	0.3394731499
838	0.3393212484
839	0.339251864
840	0.3391007231
841	0.3389991091
842	0.3389327125
843	0.3388896677
844	0.3387640989
845	0.3386700823
846	0.3385855918
847	0.3385112631
848	0.3384056456
849	0.3382916911
850	0.3382323522
851	0.3381791354
852	0.3381171239
853	0.3380508537
854	0.3380488857
855	0.3379119596
856	0.3378198777
857	0.3377185415
858	0.3376472372
859	0.3375339332
860	0.3374014433
861	0.3372833054
862	0.3371789643
863	0.3371016937
864	0.3370472406
865	0.3370006036
866	0.3369166091
867	0.3368394866
868	0.336666591
869	0.3365889513
870	0.3364931653
871	0.336348664
872	0.336297895
873	0.3361852087
874	0.3361395739
875	0.336037386
876	0.3359432128
877	0.3358571815
878	0.3357956913
879	0.3356604108
880	0.3355312905
881	0.3354578994
882	0.3353514746
883	0.3351981015
884	0.3350869832
885	0.3350094389
886	0.3348962776
887	0.3347902867
888	0.33463089
889	0.3345683516
890	0.3344469511
891	0.3343752764
892	0.3342660651
893	0.334197407
894	0.3341472097
895	0.3340908447
896	0.3339676178
897	0.3338409168
898	0.3337740982
899	0.3336504615
900	0.3335537883
901	0.3334031107
902	0.3332685708
903	0.3331473352
904	0.3330834451
905	0.3329956177
906	0.332922361
907	0.3327353847
908	0.3326651664
909	0.3325682399
910	0.3324713306
911	0.3324262431
912	0.3323124633
913	0.3322913346
914	0.3321670438
915	0.3320928333
916	0.3320622656
917	0.3319879397
918	0.3319182466
919	0.3318152113
920	0.3317083633
921	0.3316027175
922	0.3314969902
923	0.3314296471
924	0.3313341468
925	0.331248345
926	0.3311588969
927	0.3311417779
928	0.3310532799
929	0.3309155847
930	0.330773207
931	0.330728893
932	0.3306875724
933	0.3305866179
934	0.3305137109
935	0.3304509572
936	0.3304167636
937	0.3303315031
938	0.3302281548
939	0.3301955404
940	0.3301548275
941	0.3300080107
942	0.3299507612
943	0.3299078226
944	0.3298367064
945	0.3298076777
946	0.329758428
947	0.3296797072
948	0.3295814517
949	0.3295378513
950	0.3294994217
951	0.3294461599
952	0.3293669814
953	0.3293057335
954	0.3292184189
955	0.3291320592
956	0.3290548828
957	0.3289399058
958	0.328892707
959	0.3288130522
960	0.3287050512
961	0.3286397856
962	0.3285934981
963	0.3284856958
964	0.3283938459
965	0.3282665427
966	0.3281820108
967	0.32803404
968	0.3279559932
969	0.3278816234
970	0.3277771687
971	0.327705757
972	0.327689968
973	0.3276012158
974	0.3275319548
975	0.327456837
976	0.3274023671
977	0.3273098648
978	0.3272163139
979	0.3271439233
980	0.3270871102
981	0.3270151202
982	0.326902577
983	0.3267655903
984	0.3266833412
985	0.3265478521
986	0.326419445
987	0.3262800206
988	0.3261735407
989	0.3260276286
990	0.3259776904
991	0.3259074199
992	0.3258035599
993	0.3256723119
994	0.3255994288
995	0.325497332
996	0.3254092781
997	0.3252968156
998	0.3251942813
999	0.325145189

3244866341
