iter	Passed	Remaining
405	7314	10702
406	7320	10665
407	7326	10630
408	7332	10595
409	7338	10559
410	7345	10526
411	7353	10494
412	7370	10475
413	7394	10466
414	7421	10462
415	7445	10452
416	7455	10422
417	7484	10421
418	7510	10414
419	7533	10403
420	7553	10388
421	7565	10362
422	7579	10338
423	7594	10316
424	7614	10301
425	7639	10293
426	7660	10280
427	7678	10261
428	7693	10239
429	7712	10223
430	7733	10209
431	7744	10183
432	7751	10150
433	7760	10120
434	7766	10086
435	7773	10055
436	7779	10022
437	7784	9988
438	7791	9956
439	7796	9922
440	7802	9889
441	7810	9859
442	7815	9826
443	7824	9797
444	7829	9765
445	7835	9733
446	7842	9702
447	7847	9669
448	7853	9638
449	7861	9608
450	7866	9576
451	7875	9547
452	7881	9516
453	7889	9487
454	7894	9456
455	7900	9425
456	7907	9395
457	7913	9364
458	7919	9334
459	7925	9303
460	7930	9271
461	7936	9242
462	7941	9210
463	7946	9179
464	7952	9149
465	7957	9119
466	7962	9088
467	7970	9060
468	7975	9030
469	7981	9000
470	7987	8971
471	7994	8942
472	8001	8914
473	8006	8884
474	8010	8854
475	8017	8825
476	8022	8796
477	8027	8766
478	8034	8738
479	8039	8709
480	8044	8679
481	8051	8652
482	8055	8622
483	8061	8594
484	8090	8590
485	8101	8568
486	8108	8541
487	8116	8515
488	8123	8488
489	8131	8463
490	8139	8438
491	8172	8438
492	8199	8432
493	8208	8408
494	8241	8407
495	8268	8401
496	8285	8385
497	8301	8368
498	8323	8356
499	8339	8339
500	8348	8315
501	8368	8301
502	8374	8274
503	8384	8251
504	8390	8223
505	8398	8199
506	8403	8171
507	8410	8145
508	8418	8120
509	8424	8094
510	8433	8070
511	8454	8057
512	8490	8060
513	8503	8040
514	8522	8025
515	8542	8012
516	8564	8001
517	8592	7994
518	8612	7981
519	8637	7973
520	8663	7964
521	8683	7951
522	8701	7935
523	8761	7959
524	8824	7984
525	8869	7992
526	8922	8007
527	8945	7996
528	8965	7982
529	8979	7962
530	8993	7943
531	9010	7926
532	9032	7913
533	9038	7887
534	9061	7876
535	9077	7858
536	9091	7838
537	9115	7827
538	9126	7805
539	9150	7794
540	9175	7784
541	9201	7775
542	9218	7758
543	9239	7744
544	9250	7722
545	9274	7712
546	9281	7686
547	9295	7667
548	9309	7647
549	9317	7623
550	9335	7607
551	9345	7584
552	9355	7562
553	9375	7547
554	9390	7529
555	9399	7506
556	9407	7481
557	9451	7486
558	9465	7467
559	9478	7447
560	9486	7423
561	9503	7406
562	9527	7394
563	9533	7369
564	9543	7347
565	9560	7330
566	9580	7316
567	9591	7294
568	9602	7273
569	9615	7253
570	9627	7233
571	9638	7211
572	9651	7192
573	9676	7181
574	9699	7169
575	9708	7146
576	9726	7130
577	9739	7110
578	9751	7090
579	9760	7068
580	9774	7049
581	9806	7043
582	9820	7024
583	9850	7016
584	9859	6994
585	9880	6980
586	9891	6959
587	9903	6939
588	9965	6953
589	9970	6928
590	9975	6903
591	9987	6883
592	9992	6858
593	10000	6835
594	10005	6810
595	10014	6788
596	10020	6763
597	10026	6740
598	10032	6716
599	10037	6691
600	10043	6667
601	10048	6643
602	10052	6618
603	10057	6593
604	10063	6570
605	10067	6545
606	10072	6521
607	10079	6498
608	10090	6478
609	10094	6454
610	10099	6429
611	10107	6407
612	10112	6384
613	10117	6360
614	10127	6339
615	10132	6316
616	10137	6292
617	10142	6269
618	10147	6246
619	10153	6222
620	10159	6200
621	10165	6177
622	10171	6155
623	10181	6135
624	10186	6112
625	10192	6089
626	10198	6066
627	10203	6044
628	10211	6022
629	10219	6001
630	10229	5981
631	10234	5959
632	10244	5939
633	10250	5917
634	10257	5896
635	10263	5873
636	10271	5853
637	10277	5831
638	10283	5809
639	10293	5789
640	10299	5768
641	10330	5760
642	10368	5756
643	10397	5747
644	10434	5743
645	10464	5734
646	10489	5722
647	10508	5708
648	10531	5696
649	10538	5674
650	10547	5654
651	10553	5632
652	10560	5611
653	10567	5590
654	10574	5569
655	10581	5548
656	10589	5528
657	10595	5507
658	10604	5487
659	10611	5466
660	10620	5446
661	10626	5425
662	10635	5405
663	10642	5385
664	10649	5364
665	10655	5343
666	10662	5323
667	10668	5302
668	10673	5281
669	10682	5261
670	10687	5240
671	10693	5219
672	10699	5198
673	107696	11387	4950
697	11401	4933
698	11433	4923
699	11454	4908
700	11479	4896
701	11502	4882
702	11519	4866
703	11553	4857
704	11576	4844
705	11587	4825
706	11636	4822
707	11649	4804
708	11683	4795
709	11703	4780
710	11717	4762
711	11761	4757
712	11769	4737
713	11795	4724
714	11814	4709
715	11820	4688
716	11862	4682
717	11878	4665
718	11894	4648
719	11909	4631
720	11925	4614
721	11949	4601
722	11978	4589
723	11986	4569
724	12003	4552
725	12017	4535
726	12031	4517
727	12051	4502
728	12063	4484
729	12075	4466
730	12081	4446
731	12087	4425
732	12093	4405
733	12099	4384
734	12104	4364
735	12109	4343
736	12114	4323
737	12119	4302
738	12125	4282
739	12130	4262
740	12135	4241
741	12141	4221
742	12146	4201
743	12151	4181
744	12157	4161
745	12161	4140
746	12166	4120
747	12172	4100
748	12176	4080
749	12181	4060
750	12187	4040
751	12191	4020
752	12196	4000
753	12203	3981
754	12210	3962
755	12214	3942
756	12221	3923
757	12226	3903
758	12231	3883
759	12238	3864
760	12244	3845
761	12255	3827
762	12273	3812
763	12290	3796
764	12297	3777
765	12311	3760
766	12326	3744
767	12339	3727
768	12356	3711
769	12372	3695
770	12389	3679
771	12394	3660
772	12402	3642
773	12408	3623
774	12413	3603
775	12419	3584
776	12424	3565
777	12429	3546
778	12434	3527
779	12440	3508
780	12444	3489
781	12451	3471
782	12456	3452
783	12461	3433
784	12467	3414
785	124763	1239786	124764	12416	3814
765	12437	3799
766	12447	3781
767	12453	3762
768	12470	3746
769	12482	3728
770	12498	3712
771	12518	3697
772	12536	3681
773	12566	3669
774	12577	3651
775	12594	3635
776	12616	3620
777	12643	3607
778	12696	3601
779	12725	3589
780	12766	3579
781	12779	3562
782	12788	3544
783	12794	3525
784	12799	3505
785	12808	3487
786	12813	3468
787	12820	3449
788	12825	3429
789	12830	3410
790	12838	3392
791	12843	3373
792	12847	3353
793	12854	3335
794	12859	3316
795	12864	3296
796	12870	3278
797	12875	3259
798	12879	3240
799	12888	3222
800	12896	3204
801	12907	3186
802	12913	3168
803	12922	3150
804	12927	3131
805	12937	3113
806	12941	3094
807	12949	3077
808	12955	3058
809	12960	3040
810	12970	3022
811	12975	3004
812	12982	2986
813	12989	2968
814	13021	2955
815	13085	2950
816	13102	2934
817	13123	2919
818	13136	2903
819	13140	2884
820	13149	2866
821	13188	2855
822	13194	2837
823	13201	2819
824	13206	2801
825	13214	2783
826	13219	2765
827	13224	2747
828	13230	2729
829	13235	2710
830	13240	2692
831	13247	2674
832	13252	2656
833	13271	2641
834	13289	2626
835	13302	2609
836	13306	2591
837	13322	2575
838	13345	2560
839	13370	2546
840	13375	2528
841	13381	2511
842	13386	2493
843	13391	2475
844	13396	2457
845	13401	2439
846	13407	2421
847	13412	2404
848	13417	2386
849	13423	2368
850	13428	2351
851	13433	2333
852	13437	2315
853	13443	2298
854	13448	2280
855	13453	2263
856	13459	2245
857	13463	2228
858	13468	2210
859	13474	2193
860	13478	2175
861	13483	2158
862	13487	2141
863	13492	2123
864	13497	2106
865	13503	2089
866	13508	2072
867	1351893	133868	1351894	13400	1572
895	13405	1556
896	13409	1539
897	134872	1354898	134873	13562	1955
874	13567	1938
875	13580	1922
876	13593	1906
877	13598	1889
878	13605	1872
879	13611	1856
880	13617	1839
881	13624	1822
882	13637	1806
883	13641	1790
884	13646	1773
885	1365911	13532	1305
912	135887	1366913	135888	1367914	135889	1367915	13562	1243
916	13566	1227
917	13575	1212
918	13579	1196
919	13584	1181
920	13593	1165
921	13597	1150
922	13607	1135
923	13613	1119
924	13618	1104
925	13627	1089
926	13631	1073
927	13640	1058
928	13644	1042
929	13648	1027
930	13654	1011
931	13659	996
932	13663	981
933	13667	965
934	13673	950
935	13678	935
936	13682	919
937	13694	905
938	13698	889
939	13705	874
940	13711	859
941	13719	844
942	13724	829
943	13728	814
944	13737	799
945	13743	784
946	13755	769
947	13761	754
948	13772	740
949	13777	725
950	13785	710
951	13789	695
952	13793	680
953	13798	665
954	13803	650
955	13807	635
956	13811	620
957	13815	605
958	13819	590
959	13824	576
960	13828	561
961	13833	546
962	13837	531
963	13841	516
964	13845	502
965	13850	487
966	13854	472
967	13858	458
968	13862	443
969	13867	428
970	13870	414
971	13874	399
972	13879	385
973	13883	370
974	13887	356
975	13891	341
976	13899	327
977	13904	312
978	13915	298
979	13920	284
980	13924	269
981	13934	255
982	13939	241
983	13948	226
984	13952	212
985	13956	198
986	13962	183
987	13969	169
988	13973	155
989	13979	141
990	13983	126
991	13986	112
992	13990	98
993	13997	84
994	14001	70
995	14005	56
996	14011	42
997	14015	28
998	14019	14
999	14027	0
972	14097	391
973	14105	376
974	14109	361
975	14113	347
976	14119	332
977	14123	317
978	14127	303
979	14131	288
980	14138	273
981	14141	259
982	14145	244
983	14153	230
984	14157	215
985	14161	201
986	14167	186
987	14171	172
988	14175	157
989	14179	143
990	14185	128
991	14189	114
992	14192	100
993	14196	85
994	14202	71
995	14205	57
996	14209	42
997	14215	28
998	14219	14
999	14223	0
