iter	MultiClass
418	0.9170678087
419	0.9170129939
420	0.9168858906
421	0.91682316
422	0.916654609
423	0.9164990391
424	0.9164025249
425	0.916302191
426	0.9161490419
427	0.9160359167
428	0.9159854048
429	0.9159061323
430	0.9156812703
431	0.915535266
432	0.9154405622
433	0.9153487873
434	0.9152018181
435	0.9151529441
436	0.9150936647
437	0.9149383212
438	0.9148191692
439	0.914708337
440	0.9145548506
441	0.9144655119
442	0.9143094859
443	0.914193842
444	0.9140544696
445	0.9139381867
446	0.9138496326
447	0.9137772723
448	0.9136432064
449	0.9135462393
450	0.9134406763
451	0.9133221494
452	0.9131972423
453	0.9130999526
454	0.9129743197
455	0.9128708144
456	0.9127796565
457	0.9126382876
458	0.9125564861
459	0.9124721925
460	0.9123845319
461	0.912241468
462	0.9120322683
463	0.9119202234
464	0.9118268917
465	0.9116716241
466	0.9115774721
467	0.9114604572
468	0.9113185584
469	0.9112084201
470	0.9111279425
471	0.9109954537
472	0.9108853482
473	0.9107784615
474	0.9106573266
475	0.9105633681
476	0.9104906001
477	0.9103271395
478	0.910251309
479	0.9101463382
480	0.9100382641
481	0.9098802944
482	0.9097567301
483	0.9096732492
484	0.9095780137
485	0.9094947341
486	0.9094249692
487	0.9093489608
488	0.909210753
489	0.909124955
490	0.9090187609
491	0.9089437656
492	0.9089130006
493	0.9088007029
494	0.9087453833
495	0.9086501439
496	0.9085233363
497	0.908367239
498	0.9083150212
499	0.9082598497
500	0.9080743351
501	0.907892829
502	0.907787478
503	0.9077204664
504	0.9075994478
505	0.9074773122
506	0.9074106992
507	0.9073453499
508	0.9072690298
509	0.9071263456
510	0.9070615785
511	0.9069498769
512	0.90689512	0.513	0.9068513	0.9514	0.9067514	0.9067930624
515	0.9067199664
516	0.9065850584
517	0.9064445077
518	0.9063615726
519	0.9062910341
520	0.9062291881
521	0.9061280062
522	0.9060559248
523	0.9059400902
524	0.9058106264
525	0.9057281753
526	0.9056474361
527	0.905559172
528	0.905406407
529	0.9053451231
530	0.9052875392
531	0.905168946
532	0.9050384749
533	0.9049471876
534	0.9049109343
535	0.9048140933
536	0.904710294
537	0.9045853734
538	0.9044953737
539	0.9044273992
540	0.9043443104
541	0.9042811998
542	0.9042240585
543	0.9041842931
544	0.9041176455
545	0.9040401857
546	0.903955965
547	0.9039166714
548	0.9038264137
549	0.9037374484
550	0.9036428495
551	0.9035564919
552	0.9034581937
553	0.9033874329
554	0.9031461794
555	0.9030190586
556	0.902937514
557	0.9028893139
558	0.9028144555
559	0.9026880449
560	0.9026060324
561	0.9025276055
562	0.9024445043
563	0.9023233602
564	0.9022581008
565	0.902167924
566	0.9020761495
567	0.9018647827
568	0.9017593663
569	0.9016341497
570	0.9015630584
571	0.9015081725
572	0.90139265
573	0.9012159167
574	0.9010745177
575	0.9009420205
576	0.900846499
577	0.9007869825
578	0.9006548996
579	0.9005759716
580	0.9004406542
581	0.9003498604
582	0.9002671554
583	0.9001444646
584	0.9000882446
585	0.9000095113
586	0.8998435731
587	0.8997340573
588	0.8996313437
589	0.8995419173
590	0.8994877576
591	0.8993852795
592	0.8991935089
593	0.8991128851
594	0.8990698243
595	0.898993443
596	0.8988594332
597	0.8987935161
598	0.89869217
599	0.8986437025
600	0.8985588341
601	0.8984495419
602	0.8984104761
603	0.8983303548
604	0.8982544726
605	0.8980610741
606	0.8980009849
607	0.8979070797
608	0.8978695312
609	0.8978107779
610	0.8977129367
611	0.8975104065
612	0.897410932
613	0.8973337884
614	0.8972319874
615	0.8971470469
616	0.8970803099
617	0.8970137375
618	0.8969605365
619	0.8968843065
620	0.8967911897
621	0.8967259263
622	0.8966903042
623	0.8966410761
624	0.8964834846
625	0.8963777685
626	0.8963213984
627	0.8962530501
628	0.8961743439
629	0.8960433985
630	0.8959287977
631	0.8958401415
632	0.89573472
633	0.8956483666
634	0.8955517884
635	0.8954523132
636	0.8953602878
637	0.8952267282
638	0.8951136106
639	0.8950638928
640	0.89501193
641	0.8949619761
642	0.8948480921
643	0.8948084839
644	0.8947150167
645	0.8945624906
646	0.8944650904
647	0.8944016621
648	0.8943303514
649	0.8942290744
650	0.8940448922
651	0.8939803787
652	0.893933834
653	0.8938816821
654	0.8938209515
655	0.8656	0.8941176879
657	0.8940696239
658	0.8939273434
659	0.8938488644
660	0.8937560216
661	0.8936901062
662	0.8935939673
663	0.8935426206
664	0.8934704863
665	0.8933820596
666	0.8933130865
667	0.8932236827
668	0.89312334
669	0.8930535805
670	0.8929794904
671	0.8928532936
672	0.892755658
673	0.8926371415
674	0.8925389948
675	0.8924863543
676	0.8924265219
677	0.892371846
678	0.8922995373
679	0.8922287047
680	0.8921255906
681	0.8920156365
682	0.8919203764
683	0.8918363006
684	0.8917362043
685	0.8916949917
686	0.8916253895
687	0.8915366448
688	0.8914888494
689	0.8913833169
690	0.8912731527
691	0.8912353178
692	0.8910857748
693	0.8910287574
694	0.8909660245
695	0.8908871351
696	0.8908153886
697	0.8907413903
698	0.8906465364
699	0.890546537
700	0.8904361677
701	0.8902904821
702	0.8901814118
703	0.8901219357
704	0.8900592871
705	0.8898876743
706	0.8897643197
707	0.8896664948
708	0.8895806668
709	0.8894942367
710	0.8893918102
711	0.8893009108
712	0.8891774739
713	0.8890019344
714	0.8888725008
715	0.8887674476
716	0.8886991157
717	0.8885509264
718	0.8884830973
719	0.8884063576
720	0.888317556
721	0.8881964779
722	0.8880759701
723	0.8879992086
724	0.8879012925
725	0.8877889412
726	0.8877035719
727	0.8876137855
728	0.8874696654
729	0.8873528683
730	0.8872793575
731	0.8872117101
732	0.8871554627
733	0.8870562777
734	0.8869761172
735	0.8868584309
736	0.8868056643
737	0.886700131
738	0.8866303002
739	0.886472142
740	0.8864348788
741	0.8863412781
742	0.8862518926
743	0.8861676534
744	0.8860656306
745	0.8859213052
746	0.8858083471
747	0.8857668338
748	0.8856844324
749	0.8856081309
750	0.885501123
751	0.8854289293
752	0.8853395382
753	0.8852108253
754	0.8851449395
755	0.8850661611
756	0.8849492515
757	0.8848895581
758	0.8848245186
759	0.8847441482
760	0.8846640814
761	0.884536589
762	0.8844306179
763	0.8843330161
764	0.8842434056
765	0.884217553
766	0.884113493
767	0.8840393824
768	0.8839920894
769	0.8839055886
770	0.8838326621
771	0.8837299412
772	0.8836198557
773	0.883537862
774	0.8834519141
775	0.8833261388
776	0.8832690992
777	0.8831854151
778	0.8831035784
779	0.8829040549
780	0.8827732831
781	0.8827067912
782	0.8826548281
783	0.8826056114
784	0.8825418682
785	0.8824775642
786	0.882386513
787	0.8822932613
788	0.8822185108
789	0.8821516374
790	0.8819855696
791	0.8819441077
792	0.8818491241
793	0.8817983221
794	0.8817530582
795	0.8817078822
796	0.8816435496
797	0.8815685925
798	0.8814944185
799	0.8813872601
800	0.8812628199
801	0.8811715623
802	0.8811278994
803	0.8810469129
804	0.8809813505
805	0.8809234295
806	0.8808631486
807	0.880773559
808	0.880690992
809	0.8806164808
810	0.8805450484
811	0.880472114
812	0.8804089474
813	0.8803719978
814	0.8803116004
815	0.8802405991
816	0.8801796976
817	0.880103094
818	0.8800596755
819	0.8799751312
820	0.8799024577
821	0.879788875
822	0.879716015
823	0.8795829117
824	0.8795051967
825	0.879415497
826	0.8793569289
827	0.8792531165
828	0.8791355852
829	0.8790131911
830	0.8788831089
831	0.8787365715
832	0.8786619663
833	0.8785852037
834	0.8784409734
835	0.8783399712
836	0.8782847297
837	0.8782431587
838	0.8781792207
839	0.8781172741
840	0.8779925879
841	0.8778955302
842	0.8778205322
843	0.8777106677
844	0.8776023392
845	0.8775235361
846	0.8773778142
847	0.877302055
848	0.8772542854
849	0.8771799042
850	0.877090029
851	0.8770441303
852	0.8769853733
853	0.8768608903
854	0.8767455871
855	0.8766941483
856	0.8766308854
857	0.8765460104
858	0.8764603346
859	0.8763831431
860	0.8763061886
861	0.8761842143
862	0.876094672
863	0.8760298177
864	0.8759725576
865	0.8758730966
866	0.8758070369
867	0.8757231198
868	0.8755477957
869	0.8755059874
870	0.8754484159
871	0.8753338027
872	0.875281506
873	0.8751985572
874	0.8751443602
875	0.8750792018
876	0.8750180706
877	0.8749341914
878	0.8749012496
879	0.8748015728
880	0.8747380223
881	0.8746613819
882	0.8746054248
883	0.8745311405
884	0.8744698214
885	0.8743931639
886	0.8743392978
887	0.8742337182
888	0.8741558108
889	0.8740822142
890	0.874029748
891	0.8739086481
892	0.8737785792
893	0.8737173762
894	0.8735480455
895	0.8734995874
896	0.8733988535
897	0.8733433871
898	0.8732550773
899	0.8731843519
900	0.8730731917
901	0.8730088706
902	0.8729686899
903	0.8728683566
904	0.872739025
905	0.8726511874
906	0.8725892515
907	0.8724973612
908	0.8724094729
909	0.8723806144
910	0.8722947824
911	0.8722377821
912	0.8721218736
913	0.8720393216
914	0.8719620104
915	0.8718756196
916	0.8718241319
917	0.8717662112
918	0.8717081535
919	0.8716574522
920	0.8715434996
921	0.8714917265
922	0.8713840666
923	0.8712637051
924	0.8711979465
925	0.8711129366
926	0.8710155663
927	0.8708552525
928	0.8707911456
929	0.8706873368
930	0.8706473435
931	0.8705842761
932	0.8705059172
933	0.8703678622
934	0.8703012492
935	0.8701604157
936	0.8701102148
937	0.869998058
938	0.8699168885
939	0.8698234863
940	0.8697734544
941	0.8696563262
942	0.8695926469
943	0.8694955862
944	0.869463254
945	0.8693895551
946	0.8693486108
947	0.8691952075
948	0.8691176788
949	0.869072925
950	0.8689602001
951	0.8688847796
952	0.8688351321
953	0.8687585548
954	0.8687317381
955	0.868623818
956	0.8685754034
957	0.8685133489
958	0.8684401917
959	0.8684050078
960	0.8683608386
961	0.8682910813
962	0.8682035468
963	0.8681114607
964	0.8680217908
965	0.8679409
966	0.8678543227
967	0.8678078549
968	0.8677061511
969	0.8676648118
970	0.8675611263
971	0.8675068081
972	0.8674367839
973	0.86735266
974	0.8672844432
975	0.8672350427
976	0.867192187
977	0.8670498263
978	0.8669438601
979	0.8668287681
980	0.8667715428
981	0.8666940177
982	0.8666398708
983	0.866559579
984	0.8664371051
985	0.8663463822
986	0.8662810261
987	0.8662471012
988	0.8661251069
989	0.8659290713
990	0.8658614705
991	0.8658108644
992	0.8656916519
993	0.8655526469
994	0.8655009006
995	0.8654337934
996	0.8653285652
997	0.8652262824
998	0.8650795404
999	0.86504504
92955
1158
645696721
96293
